dg1 [um],dg_feed [um],L1 [um],L2 [um],Freq [GHz],S11_dB,S21_dB
-10,-70,50,-96,1.62,-33.8988991222267,-0.067155360147538
-10,-70,50,-96,1.625,-31.0620804810378,-0.0690523878160045
-10,-70,50,-96,1.63,-28.9380950367388,-0.0714607331775503
-10,-70,50,-96,1.635,-27.2547281985807,-0.0743480298073924
-10,-70,50,-96,1.64,-25.8746553266411,-0.0776660824483722
-10,-70,50,-96,1.645,-24.718957783016,-0.0813519587414418
-10,-70,50,-96,1.65,-23.7381783949037,-0.0853295645059206
-10,-70,50,-96,1.655,-22.8993638478163,-0.0895116594311018
-10,-70,50,-96,1.66,-22.1795509160056,-0.0938022558475381
-10,-70,50,-96,1.665,-21.5622012473466,-0.0980993313346529
-10,-70,50,-96,1.67,-21.0351194117304,-0.102297776604961
-10,-70,50,-96,1.675,-20.5891745168054,-0.106292493509771
-10,-70,50,-96,1.68,-20.217484244651,-0.109981554084807
-10,-70,50,-96,1.685,-19.9148789842553,-0.113269330103402
-10,-70,50,-96,1.69,-19.6775435982502,-0.116069503337235
-10,-70,50,-96,1.695,-19.5027769680725,-0.118307869308004
-10,-70,50,-96,1.7,-19.3888334412496,-0.119924851423833
-10,-70,50,-96,1.705,-19.3348245490816,-0.120877647774023
-10,-70,50,-96,1.71,-19.340668383356,-0.121141939345289
-10,-70,50,-96,1.715,-19.4070802646502,-0.120713095992186
-10,-70,50,-96,1.72,-19.5356032644423,-0.119606825248635
-10,-70,50,-96,1.725,-19.7286817876845,-0.117859219234249
-10,-70,50,-96,1.73,-19.9897867188711,-0.115526166811264
-10,-70,50,-96,1.735,-20.3236077262919,-0.112682112149152
-10,-70,50,-96,1.74,-20.7363389497957,-0.109418157293816
-10,-70,50,-96,1.745,-21.2361015038796,-0.105839525449889
-10,-70,50,-96,1.75,-21.8335757454139,-0.102062423506275
-10,-70,50,-96,1.755,-22.542969613371,-0.098210366624478
-10,-70,50,-96,1.76,-23.3835511832254,-0.094410053870863
-10,-70,50,-96,1.765,-24.3821802267613,-0.0907869109150998
-10,-70,50,-96,1.77,-25.5777245549476,-0.087460442342938
-10,-70,50,-96,1.775,-27.0293231341312,-0.0845395603980906
-10,-70,50,-96,1.78,-28.8333343814829,-0.0821180769879186
-10,-70,50,-96,1.785,-31.1627333242673,-0.0802705595024789
-10,-70,50,-96,1.79,-34.3767270592012,-0.079048756481042
-10,-70,50,-96,1.795,-39.4203220624484,-0.0784787948586928
-10,-70,50,-96,1.8,-48.9487120971215,-0.0785593354619209
-10,-70,50,-96,1.805,-42.7084593800562,-0.0792608473627613
-10,-70,50,-96,1.81,-36.507604541168,-0.0805261252245491
-10,-70,50,-96,1.815,-32.9854447537474,-0.0822721282281951
-10,-70,50,-96,1.82,-30.62043170653,-0.0843931665146884
-10,-70,50,-96,1.825,-28.90656861706,-0.0867654036223128
-10,-70,50,-96,1.83,-27.6220347568614,-0.0892525834632412
-10,-70,50,-96,1.835,-26.652463329413,-0.0917128300000202
-10,-70,50,-96,1.84,-25.9333989021787,-0.0940063084027892
-10,-70,50,-96,1.845,-25.4273369465641,-0.0960034788439156
-10,-70,50,-96,1.85,-25.1133841125884,-0.097593618291186
-10,-70,50,-96,1.855,-24.9824254333627,-0.0986932313420549
-10,-70,50,-96,1.86,-25.0351878955957,-0.0992539179763357
-10,-70,50,-96,1.865,-25.2822991247548,-0.0992692144556724
-10,-70,50,-96,1.87,-25.7463629181705,-0.09877987532542
-10,-70,50,-96,1.875,-26.4670185026039,-0.0978770238098164
-10,-70,50,-96,1.88,-27.5117644218128,-0.0967025722508456
-10,-70,50,-96,1.885,-29.000243598808,-0.095446314789643
-10,-70,50,-96,1.89,-31.1665460084101,-0.0943391361959832
-10,-70,50,-96,1.895,-34.5612327440777,-0.0936418816700524
-10,-70,50,-96,1.9,-41.0707201335201,-0.0936296119376836
-10,-70,50,-96,1.905,-49.5207185733228,-0.0945712437995756
-10,-70,50,-96,1.91,-36.9111778646867,-0.096704960799497
-10,-70,50,-96,1.915,-31.5695404719898,-0.100210274712403
-10,-70,50,-96,1.92,-28.208052548261,-0.105178216731107
-10,-70,50,-96,1.925,-25.7861239808037,-0.111581816281794
-10,-70,50,-96,1.93,-23.9365236602784,-0.11924975785424
-10,-70,50,-96,1.935,-22.4911637029229,-0.127846870966484
-10,-70,50,-96,1.94,-21.3635487824483,-0.136865910063207
-10,-70,50,-96,1.945,-20.5087841546655,-0.145635974239658
-10,-70,50,-96,1.95,-19.908014928843,-0.153354028701034
-10,-70,50,-96,1.955,-19.5631574202853,-0.159147535000235
-10,-70,50,-96,1.96,-19.4980705575922,-0.162178465918191
-10,-70,50,-96,1.965,-19.7669326149697,-0.161802280034181
-10,-70,50,-96,1.97,-20.4762427166526,-0.15779991984145
-10,-70,50,-96,1.975,-21.8429528045485,-0.150706210921313
-10,-70,50,-96,1.98,-24.3826092016076,-0.1422624916853
-10,-70,50,-96,1.985,-29.8616749069644,-0.136020344148599
-10,-70,50,-96,1.99,-42.9123312478299,-0.138106955009848
-10,-70,50,-96,1.995,-25.482435385923,-0.158112504430973
-10,-70,50,-96,2.0,-19.0630490843939,-0.209949422302445
-10,-70,50,-96,2.005,-14.8608050857839,-0.312341918883135
-10,-70,50,-96,2.01,-11.6917685244433,-0.488365295478793
-10,-70,50,-96,2.015,-9.1722119722633,-0.763339137623122
-10,-70,50,-96,2.02,-7.1363584353305,-1.1607241260952
-10,-70,50,-96,2.025,-5.49683352907814,-1.69672703730316
-10,-70,50,-96,2.03,-4.19479732477641,-2.3756490255475
-10,-70,50,-96,2.035,-3.17960616854462,-3.18835018231877
-10,-70,50,-96,2.04,-2.40229750980036,-4.11471107279505
-10,-70,50,-96,2.045,-1.81592354844471,-5.12870128687845
-10,-70,50,-96,2.05,-1.37807688861095,-6.20360306325493
-10,-70,50,-96,2.055,-1.05288951724899,-7.31564543659291
-10,-70,50,-96,2.06,-0.811649430507122,-8.4456616035712
-10,-70,50,-96,2.065,-0.632290073113497,-9.57926679164117
-10,-70,50,-96,2.07,-0.498314247871645,-10.7062519728355
-10,-70,50,-96,2.075,-0.39759797294037,-11.8197169470188
-10,-70,50,-96,2.08,-0.321313566819107,-12.9152296300444
-10,-70,50,-96,2.085,-0.263056941195847,-13.9901264486076
-10,-70,50,-96,2.09,-0.218181049822591,-15.0429751091704
-10,-70,50,-96,2.095,-0.183304011177357,-16.0731810209717
-10,-70,50,-96,2.1,-0.155953174519481,-17.08070725597
-10,-70,50,-96,2.105,-0.134310193675788,-18.0658790424501
-10,-70,50,-96,2.11,-0.117029221518329,-19.0292490701145
-10,-70,50,-96,2.115,-0.103107292892112,-19.9715056508558
-10,-70,50,-96,2.12,-0.0917917037214868,-20.8934107051892
-10,-70,50,-96,2.125,-0.0825135623196498,-21.7957583448788
-10,-70,50,-96,2.13,-0.0748398745174807,-22.6793476054348
-10,-70,50,-96,2.135,-0.0684387934966807,-23.5449648617741
-10,-70,50,-96,2.14,-0.0630542615346608,-24.393372845269
-10,-70,50,-96,2.145,-0.0584873871359997,-25.2253041404062
-10,-70,50,-96,2.15,-0.0545826802406692,-26.0414577016025
-10,-70,50,-96,2.155,-0.0512178126819376,-26.8424973868092
-10,-70,50,-96,2.16,-0.0482959526054297,-27.6290518185613
-10,-70,50,-96,2.165,-0.0457399899993497,-28.4017150995048
-10,-70,50,-96,2.17,-0.0434881602647047,-29.1610480587284
-10,-70,50,-96,2.175,-0.041490707639618,-29.907579808365
-10,-70,50,-96,2.18,-0.03970732670351,-30.6418094612597
-10,-70,50,-96,2.185,-0.0381051894995469,-31.3642079098581
-10,-70,50,-96,2.19,-0.0366574159368496,-32.0752196006009
-10,-70,50,-96,2.195,-0.0353418815937107,-32.7752642616907
-10,-70,50,-96,2.2,-0.0341402837173606,-33.4647385583087
-10,-70,50,-96,2.205,-0.0330374058437669,-34.1440176604742
-10,-70,50,-96,2.21,-0.0320205359839145,-34.8134567162658
-10,-70,50,-96,2.215,-0.0310790041284447,-35.4733922281712
-10,-70,50,-96,2.22,-0.0302038129045109,-36.1241433336432
-10,-70,50,-96,2.225,-0.0293873412953083,-36.7660129930487
-10,-70,50,-96,2.23,-0.0286231059246581,-37.3992890894726
-10,-70,50,-96,2.235,-0.0279055678959086,-38.024245445542
-10,-70,50,-96,2.24,-0.0272299758349363,-38.6411427627531
-10,-70,50,-96,2.245,-0.0265922378265722,-39.2502294888382
-10,-70,50,-96,2.25,-0.0259888165037736,-39.8517426186015
-10,-70,50,-96,2.255,-0.0254166427637008,-40.4459084334288
-10,-70,50,-96,2.26,-0.0248730445274181,-41.0329431843923
-10,-70,50,-96,2.265,-0.0243556876959048,-41.6130537235711
-10,-70,50,-96,2.27,-0.0238625270306366,-42.1864380878554
-10,-70,50,-96,2.275,-0.0233917651397642,-42.7532860392002
-10,-70,50,-96,2.28,-0.0229418181079074,-43.3137795649633
-10,-70,50,-96,2.285,-0.0225112865906588,-43.8680933416652
-10,-70,50,-96,2.29,-0.0220989314194282,-44.4163951652152
-10,-70,50,-96,2.295,-0.0217036529416827,-44.9588463504068
-10,-70,50,-96,2.3,-0.0213244734651591,-45.49560210221
-10,-70,50,-96,2.305,-0.0209605222898162,-46.026811861191
-10,-70,50,-96,2.31,-0.020611022904171,-46.5526196251659
-10,-70,50,-96,2.315,-0.0202752819976151,-47.0731642490134
-10,-70,50,-96,2.32,-0.019952680001399,-47.5885797244109
-10,-70,50,-96,2.325,-0.0196426629201455,-48.0989954410787
-10,-70,50,-96,2.33,-0.0193447352564219,-48.6045364310021
-10,-70,50,-96,2.335,-0.0190584538637774,-49.1053235969582
-10,-70,50,-96,2.34,-0.0187834225907459,-49.6014739265581
-10,-70,50,-96,2.345,-0.0185192876008274,-50.093100692921
-10,-70,50,-96,2.35,-0.0182657332716036,-50.5803136429864
-10,-70,50,-96,2.355,-0.0180224785916211,-51.0632191743987
-10,-70,50,-96,2.36,-0.017789273986267,-51.5419205018043
-10,-70,50,-96,2.365,-0.0175658985141705,-52.0165178133529
-10,-70,50,-96,2.37,-0.0173521573849022,-52.4871084181015
-10,-70,50,-96,2.375,-0.0171478797556007,-52.9537868849881
-10,-70,50,-96,2.38,-0.0169529167706721,-53.416645173968
-10,-70,50,-96,2.385,-0.0167671398137133,-53.8757727598744
-10,-70,50,-96,2.39,-0.0165904389452642,-54.3312567495072
-10,-70,50,-96,2.395,-0.0164227215035689,-54.7831819924167
-10,-70,50,-96,2.4,-0.0162639108488531,-55.2316311858348
-10,-70,50,-92,0.6,-0.0025667975279011,-68.1829527461894
-10,-70,50,-92,0.605,-0.0026380387572135,-67.7107476848184
-10,-70,50,-92,0.61,-0.0027110310260656,-67.2368869609374
-10,-70,50,-92,0.615,-0.002785815445244,-66.7612944169078
-10,-70,50,-92,0.62,-0.0028624351996523,-66.2838933317345
-10,-70,50,-92,0.625,-0.0029409356706507,-65.8046063526421
-10,-70,50,-92,0.63,-0.0030213645679515,-65.3233554253048
-10,-70,50,-92,0.635,-0.0031037720720546,-64.8400617226207
-10,-70,50,-92,0.64,-0.0031882109883031,-64.3546455717503
-10,-70,50,-92,0.645,-0.0032747369138138,-63.8670263793378
-10,-70,50,-92,0.65,-0.003363408418636,-63.3771225545997
-10,-70,50,-92,0.655,-0.0034542872427422,-62.8848514301722
-10,-70,50,-92,0.66,-0.0035474385106596,-62.3901291804167
-10,-70,50,-92,0.665,-0.0036429309657286,-61.8928707370095
-10,-70,50,-92,0.67,-0.0037408372264566,-61.3929897014956
-10,-70,50,-92,0.675,-0.0038412340674908,-60.8903982546198
-10,-70,50,-92,0.68,-0.0039442027284565,-60.3850070620921
-10,-70,50,-92,0.685,-0.0040498292540844,-59.876725176515
-10,-70,50,-92,0.69,-0.0041582048698373,-59.3654599351356
-10,-70,50,-92,0.695,-0.0042694263977106,-58.8511168530853
-10,-70,50,-92,0.7,-0.0043835967177889,-58.3335995117363
-10,-70,50,-92,0.705,-0.0045008252819562,-57.8128094417681
-10,-70,50,-92,0.71,-0.0046212286872038,-57.2886460005124
-10,-70,50,-92,0.715,-0.0047449313173836,-56.761006243119
-10,-70,50,-92,0.72,-0.0048720660636489,-56.2297847870459
-10,-70,50,-92,0.725,-0.0050027751356299,-55.6948736692976
-10,-70,50,-92,0.73,-0.005137210977627,-55.1561621958611
-10,-70,50,-92,0.735,-0.0052755373066486,-54.6135367826778
-10,-70,50,-92,0.74,-0.0054179302922276,-54.0668807874472
-10,-70,50,-92,0.745,-0.0055645799017069,-53.5160743315195
-10,-70,50,-92,0.75,-0.0057156914392295,-52.9609941110491
-10,-70,50,-92,0.755,-0.0058714873121672,-52.4015131964774
-10,-70,50,-92,0.76,-0.0060322090652786,-51.8375008193993
-10,-70,50,-92,0.765,-0.0061981197312034,-51.2688221456951
-10,-70,50,-92,0.77,-0.0063695065555387,-50.6953380337592
-10,-70,50,-92,0.775,-0.0065466841670615,-50.1169047765264
-10,-70,50,-92,0.78,-0.0067299982783881,-49.533373825854
-10,-70,50,-92,0.785,-0.0069198300207149,-48.9445914977011
-10,-70,50,-92,0.79,-0.0071166010387153,-48.3503986563671
-10,-70,50,-92,0.795,-0.0073207794997268,-47.7506303758874
-10,-70,50,-92,0.8,-0.0075328872058145,-47.1451155764772
-10,-70,50,-92,0.805,-0.0077535080404629,-46.5336766337079
-10,-70,50,-92,0.81,-0.0079832980354,-45.9161289578495
-10,-70,50,-92,0.815,-0.0082229974103425,-45.2922805405368
-10,-70,50,-92,0.82,-0.0084734450231015,-44.6619314656378
-10,-70,50,-92,0.825,-0.0087355957740146,-44.0248733808331
-10,-70,50,-92,0.83,-0.009010541643497,-43.3808889260863
-10,-70,50,-92,0.835,-0.0092995372124137,-42.7297511147457
-10,-70,50,-92,0.84,-0.009604030732924,-42.071222662579
-10,-70,50,-92,0.845,-0.0099257020954655,-41.4050552595597
-10,-70,50,-92,0.85,-0.0102665093946049,-40.7309887786715
-10,-70,50,-92,0.855,-0.0106287462561529,-40.0487504154345
-10,-70,50,-92,0.86,-0.0110151126818231,-39.3580537512434
-10,-70,50,-92,0.865,-0.0114288029391424,-38.6585977329625
-10,-70,50,-92,0.87,-0.0118736150294988,-37.9500655605869
-10,-70,50,-92,0.875,-0.0123540875833332,-37.2321234741428
-10,-70,50,-92,0.88,-0.0128756717622655,-36.5044194304475
-10,-70,50,-92,0.885,-0.0134449480350524,-35.7665816599096
-10,-70,50,-92,0.89,-0.0140699007301705,-35.0182170933605
-10,-70,50,-92,0.895,-0.014760267319247,-34.2589096490988
-10,-70,50,-92,0.9,-0.0155279848186855,-33.4882183711266
-10,-70,50,-92,0.905,-0.0163877630230668,-32.705675411308
-10,-70,50,-92,0.91,-0.0173578242170808,-31.9107838513527
-10,-70,50,-92,0.915,-0.0184608625577576,-31.1030153658535
-10,-70,50,-92,0.92,-0.0197252948990481,-30.281807736131
-10,-70,50,-92,0.925,-0.0211869004731264,-29.446562237911
-10,-70,50,-92,0.93,-0.022890982456051,-28.5966409461745
-10,-70,50,-92,0.935,-0.0248952342259833,-27.7313640312512
-10,-70,50,-92,0.94,-0.0272735631689159,-26.8500071664128
-10,-70,50,-92,0.945,-0.0301212241160185,-25.9517992363385
-10,-70,50,-92,0.95,-0.0335617560259081,-25.0359206390924
-10,-70,50,-92,0.955,-0.0377564187648763,-24.1015026284711
-10,-70,50,-92,0.96,-0.0429171206548549,-23.1476283740877
-10,-70,50,-92,0.965,-0.049324254955798,-22.173336761544
-10,-70,50,-92,0.97,-0.0573514891416923,-21.1776304721793
-10,-70,50,-92,0.975,-0.0675004712674753,-20.1594906580249
-10,-70,50,-92,0.98,-0.080449776815552,-19.1179016927539
-10,-70,50,-92,0.985,-0.097124429450084,-18.0518912257072
-10,-70,50,-92,0.99,-0.118795296822003,-16.960593370442
-10,-70,50,-92,0.995,-0.147222013832443,-15.8433467029118
-10,-70,50,-92,1.0,-0.18485936699682,-14.699844305642
-10,-70,50,-92,1.005,-0.235155868922096,-13.5303608512919
-10,-70,50,-92,1.01,-0.302984866555745,-12.3360918086071
-10,-70,50,-92,1.015,-0.395262103008556,-11.1196511446072
-10,-70,50,-92,1.02,-0.521815068955659,-9.88578181142154
-10,-70,50,-92,1.025,-0.696567050239811,-8.64232537684745
-10,-70,50,-92,1.03,-0.939056245356236,-7.40144574225015
-10,-70,50,-92,1.035,-1.27618084599474,-6.1809576047272
-10,-70,50,-92,1.04,-1.74379021243868,-5.0053139626386
-10,-70,50,-92,1.045,-2.38734641665045,-3.90536492827103
-10,-70,50,-92,1.05,-3.26063516146453,-2.91566725906572
-10,-70,50,-92,1.055,-4.42211640689777,-2.06855909931237
-10,-70,50,-92,1.06,-5.93072403294245,-1.38605300024271
-10,-70,50,-92,1.065,-7.84630910142583,-0.873089981145446
-10,-70,50,-92,1.07,-10.2427584321907,-0.516176020228448
-10,-70,50,-92,1.075,-13.245924932761,-0.288304281972306
-10,-70,50,-92,1.08,-17.131906985133,-0.15703683328139
-10,-70,50,-92,1.085,-22.6674763156595,-0.0915947135900411
-10,-70,50,-92,1.09,-33.5508699861879,-0.0668381656268301
-10,-70,50,-92,1.095,-33.8765102683341,-0.0643440180825546
-10,-70,50,-92,1.1,-25.9723310109482,-0.0717629053556897
-10,-70,50,-92,1.105,-22.9379064488322,-0.0815224245820837
-10,-70,50,-92,1.11,-21.4527653446964,-0.089492924480271
-10,-70,50,-92,1.115,-20.7798594640538,-0.0938678063489627
-10,-70,50,-92,1.12,-20.6435684426945,-0.0943106094343053
-10,-70,50,-92,1.125,-20.9231480244644,-0.091339439429348
-10,-70,50,-92,1.13,-21.570869277726,-0.0858982270600262
-10,-70,50,-92,1.135,-22.5868805275928,-0.0790676179996433
-10,-70,50,-92,1.14,-24.0182813474283,-0.0718783028089978
-10,-70,50,-92,1.145,-25.9815290104148,-0.0651992723999959
-10,-70,50,-92,1.15,-28.7368001437777,-0.0596808295474349
-10,-70,50,-92,1.155,-32.9596841612095,-0.0557372103118578
-10,-70,50,-92,1.16,-41.4418712678552,-0.0535570001737285
-10,-70,50,-92,1.165,-44.7203457590596,-0.0531318369720798
-10,-70,50,-92,1.17,-34.5159423282167,-0.0542956781060645
-10,-70,50,-92,1.175,-30.1487925926309,-0.0567684681409187
-10,-70,50,-92,1.18,-27.4687986118797,-0.0601994974128378
-10,-70,50,-92,1.185,-25.6225753855992,-0.0642071020238701
-10,-70,50,-92,1.19,-24.2875221136826,-0.0684125772809026
-10,-70,50,-92,1.195,-23.3069234640393,-0.0724672091407905
-10,-70,50,-92,1.2,-22.593315193054,-0.0760721392824655
-10,-70,50,-92,1.205,-22.0936417138322,-0.0789913643912185
-10,-70,50,-92,1.21,-21.7741885507637,-0.081058549145907
-10,-70,50,-92,1.215,-21.6132571091347,-0.0821785412437403
-10,-70,50,-92,1.22,-21.5973431101326,-0.0823245578566427
-10,-70,50,-92,1.225,-21.7191089515069,-0.0815320069443775
-10,-70,50,-92,1.23,-21.9764073738894,-0.079889848192891
-10,-70,50,-92,1.235,-22.3720471477832,-0.0775303127989813
-10,-70,50,-92,1.24,-22.9142370574845,-0.0746177060858287
-10,-70,50,-92,1.245,-23.6178543636708,-0.071336921826854
-10,-70,50,-92,1.25,-24.5069773033307,-0.0678822064182674
-10,-70,50,-92,1.255,-25.6196968222682,-0.0644466252528687
-10,-70,50,-92,1.26,-27.0175929037798,-0.0612126014639685
-10,-70,50,-92,1.265,-28.8060656791231,-0.058343816762459
-10,-70,50,-92,1.27,-31.1843757837716,-0.0559786839927242
-10,-70,50,-92,1.275,-34.5990277130605,-0.0542255209583633
-10,-70,50,-92,1.28,-40.4494376794459,-0.0531594759529017
-10,-70,50,-92,1.285,-62.2877865462677,-0.0528211793432435
-10,-70,50,-92,1.29,-41.0060246296333,-0.0532170253288486
-10,-70,50,-92,1.295,-34.9478740193724,-0.0543209267294054
-10,-70,50,-92,1.3,-31.4898778162562,-0.0560773361546546
-10,-70,50,-92,1.305,-29.1047025854569,-0.0584052912668415
-10,-70,50,-92,1.31,-27.3182086616202,-0.0612032210991733
-10,-70,50,-92,1.315,-25.9202491590413,-0.0643542444188293
-10,-70,50,-92,1.32,-24.799133676476,-0.067731698691088
-10,-70,50,-92,1.325,-23.8884655895796,-0.0712046571985584
-10,-70,50,-92,1.33,-23.1456811463404,-0.0746432196011521
-10,-70,50,-92,1.335,-22.5420124678727,-0.0779233947662668
-10,-70,50,-92,1.34,-22.0572818857493,-0.0809314312148523
-10,-70,50,-92,1.345,-21.6769882585482,-0.0835674875244642
-10,-70,50,-92,1.35,-21.3905804181057,-0.0857485705160048
-10,-70,50,-92,1.355,-21.1903907934247,-0.0874107016214287
-10,-70,50,-92,1.36,-21.0709595295559,-0.0885103006512626
-10,-70,50,-92,1.365,-21.0286036656013,-0.0890248009228791
-10,-70,50,-92,1.37,-21.0611504070839,-0.0889525304341523
-10,-70,50,-92,1.375,-21.1677895202933,-0.0883119108011104
-10,-70,50,-92,1.38,-21.3490219230674,-0.0871400394893247
-10,-70,50,-92,1.385,-21.6066970948983,-0.0854907319561941
-10,-70,50,-92,1.39,-21.944145469868,-0.0834321091229638
-10,-70,50,-92,1.395,-22.3664271390542,-0.0810438224376148
-10,-70,50,-92,1.4,-22.8807392937489,-0.0784140138387512
-10,-70,50,-92,1.405,-23.4970588709551,-0.0756361112227759
-10,-70,50,-92,1.41,-24.2291572561785,-0.072805561427362
-10,-70,50,-92,1.415,-25.0962392584784,-0.070016602086468
-10,-70,50,-92,1.42,-26.1256950350627,-0.0673591707432199
-10,-70,50,-92,1.425,-27.3579780664719,-0.0649160441120526
-10,-70,50,-92,1.43,-28.8559019285469,-0.0627602922276986
-10,-70,50,-92,1.435,-30.724176633452,-0.0609531214026404
-10,-70,50,-92,1.44,-33.1564693599085,-0.059542166601973
-10,-70,50,-92,1.445,-36.5744617116449,-0.0585602783834915
-10,-70,50,-92,1.45,-42.2049937080521,-0.0580248324657255
-10,-70,50,-92,1.455,-53.8948071515991,-0.0579375719495755
-10,-70,50,-92,1.46,-43.1485479837558,-0.0582849740003242
-10,-70,50,-92,1.465,-37.29144746358,-0.0590391152045814
-10,-70,50,-92,1.47,-33.8850707303366,-0.0601589936278993
-10,-70,50,-92,1.475,-31.5323028484527,-0.0615922514999372
-10,-70,50,-92,1.48,-29.7723002352307,-0.063277230981867
-10,-70,50,-92,1.485,-28.3980683794141,-0.0651452869828761
-10,-70,50,-92,1.49,-27.2993337634861,-0.0671232756473142
-10,-70,50,-92,1.495,-26.4107345586858,-0.0691361348978225
-10,-70,50,-92,1.5,-25.6906748213999,-0.0711094740905137
-10,-70,50,-92,1.505,-25.1113881073559,-0.0729720930835286
-10,-70,50,-92,1.51,-24.653781336952,-0.0746583564219438
-10,-70,50,-92,1.515,-24.3045613691726,-0.0761103554458816
-10,-70,50,-92,1.52,-24.0545535647792,-0.0772797994887109
-10,-70,50,-92,1.525,-23.8976929485441,-0.07812958654456
-10,-70,50,-92,1.53,-23.8304253576079,-0.0786350135180511
-10,-70,50,-92,1.535,-23.851382413456,-0.0787845961718878
-10,-70,50,-92,1.54,-23.961263202631,-0.0785804789946835
-10,-70,50,-92,1.545,-24.1628995306847,-0.0780384253276939
-10,-70,50,-92,1.55,-24.4615175348053,-0.0771873881761087
-10,-70,50,-92,1.555,-24.8652487980986,-0.076068672178032
-10,-70,50,-92,1.56,-25.3860038671695,-0.0747347072025163
-10,-70,50,-92,1.565,-26.0409267269053,-0.0732474639609511
-10,-70,50,-92,1.57,-26.8548579192147,-0.0716765517540712
-10,-70,50,-92,1.575,-27.8646880129859,-0.0700970478817417
-10,-70,50,-92,1.58,-29.1275698417373,-0.0685871170742547
-10,-70,50,-92,1.585,-30.7378881152442,-0.0672254872456572
-10,-70,50,-92,1.59,-32.8671369217068,-0.0660888545380884
-10,-70,50,-92,1.595,-35.8774672224835,-0.0652492956007549
-10,-70,50,-92,1.6,-40.7674633251514,-0.0647717679009608
-10,-70,50,-92,1.605,-52.2084563246573,-0.0647117792138684
-10,-70,50,-92,1.61,-44.5248481420581,-0.0651133049815938
-10,-70,50,-92,1.615,-37.4781062236453,-0.0660070268019897
-10,-70,50,-92,1.62,-33.5652425208634,-0.0674089568978369
-10,-70,50,-92,1.625,-30.8663489352427,-0.0693195022093859
-10,-70,50,-92,1.63,-28.8196091596887,-0.0717230081176315
-10,-70,50,-92,1.635,-27.1852079533103,-0.0745878062846914
-10,-70,50,-92,1.64,-25.8387243537525,-0.0778667743691541
-10,-70,50,-92,1.645,-24.7073838338479,-0.081498398200364
-10,-70,50,-92,1.65,-23.7450249165348,-0.0854083101590984
-10,-70,50,-92,1.655,-22.9206205912718,-0.0895112617546508
-10,-70,50,-92,1.66,-22.2124096654767,-0.0937134743475754
-10,-70,50,-92,1.665,-21.604644058336,-0.0979153001356444
-10,-70,50,-92,1.67,-21.0856709816243,-0.102014116212072
-10,-70,50,-92,1.675,-20.646746521362,-0.105907367851662
-10,-70,50,-92,1.68,-20.2812740445261,-0.109495673142726
-10,-70,50,-92,1.685,-19.9843019999189,-0.112685899482545
-10,-70,50,-92,1.69,-19.7521874361731,-0.115394123018268
-10,-70,50,-92,1.695,-19.5823702013016,-0.117548384527535
-10,-70,50,-92,1.7,-19.4732247275288,-0.119091159189627
-10,-70,50,-92,1.705,-19.423969458067,-0.119981462951208
-10,-70,50,-92,1.71,-19.4346223967082,-0.120196524594162
-10,-70,50,-92,1.715,-19.5059971856248,-0.119732960139997
-10,-70,50,-92,1.72,-19.6397388978926,-0.118607394981938
-10,-70,50,-92,1.725,-19.838403352335,-0.116856489344646
-10,-70,50,-92,1.73,-20.1055891503704,-0.114536334645259
-10,-70,50,-92,1.735,-20.4461389717647,-0.111721202418579
-10,-70,50,-92,1.74,-20.8664377743933,-0.108501643994319
-10,-70,50,-92,1.745,-21.3748536329521,-0.104981958289087
-10,-70,50,-92,1.75,-21.9823981177683,-0.10127706691651
-10,-70,50,-92,1.755,-22.703739652514,-0.0975088600642191
-10,-70,50,-92,1.76,-23.5588115454276,-0.0938021026236865
-10,-70,50,-92,1.765,-24.5754767515107,-0.0902800168854885
-10,-70,50,-92,1.77,-25.7941937054578,-0.0870596843325718
-10,-70,50,-92,1.775,-27.2767807602801,-0.0842474329424224
-10,-70,50,-92,1.78,-29.124457904875,-0.0819343959803273
-10,-70,50,-92,1.785,-31.5198376036738,-0.080192441502468
-10,-70,50,-92,1.79,-34.8426227887501,-0.0790706768078221
-10,-70,50,-92,1.795,-40.0590038057753,-0.0785927273685777
-10,-70,50,-92,1.8,-47.8786621455889,-0.0787549744011232
-10,-70,50,-92,1.805,-41.3344597681444,-0.0795259090131649
-10,-70,50,-92,1.81,-35.9071826050624,-0.0808467243800604
-10,-70,50,-92,1.815,-32.6304842994675,-0.0826332220146551
-10,-70,50,-92,1.82,-30.3823650998022,-0.0847790558400227
-10,-70,50,-92,1.825,-28.7372546428204,-0.0871602807169279
-10,-70,50,-92,1.83,-27.4987509333943,-0.0896411125901516
-10,-70,50,-92,1.835,-26.562967804969,-0.0920807474564814
-10,-70,50,-92,1.84,-25.8705990083139,-0.0943410273141236
-10,-70,50,-92,1.845,-25.3870379085283,-0.0962946838184374
-10,-70,50,-92,1.85,-25.0932435249234,-0.0978338345791517
-10,-70,50,-92,1.855,-24.9814662470877,-0.0988783525251822
-10,-70,50,-92,1.86,-25.0536271526914,-0.0993836752321242
-10,-70,50,-92,1.865,-25.321618656579,-0.0993475689767618
-10,-70,50,-92,1.87,-25.8096571341494,-0.0988153135100158
-10,-70,50,-92,1.875,-26.5597943300669,-0.097882732492409
-10,-70,50,-92,1.88,-27.6436765319248,-0.0966964687979433
-10,-70,50,-92,1.885,-29.1891497401164,-0.0954509048106262
