dg1 [um],dg_feed [um],L1 [um],L2 [um],Freq [GHz],S11_dB,S21_dB
-12,-74,50,-96,1.165,-41.1146549562444,-0.053296752087539
-12,-74,50,-96,1.17,-33.771248335472,-0.0545803239248464
-12,-74,50,-96,1.175,-29.8534307818382,-0.057082866621252
-12,-74,50,-96,1.18,-27.3513830428174,-0.0604521903162894
-12,-74,50,-96,1.185,-25.6046678608855,-0.0643144726121091
-12,-74,50,-96,1.19,-24.3364879309535,-0.0683057075566858
-12,-74,50,-96,1.195,-23.4063727579805,-0.0720963054848616
-12,-74,50,-96,1.2,-22.7341260225415,-0.0754087376802306
-12,-74,50,-96,1.205,-22.2705166923673,-0.0780286316228489
-12,-74,50,-96,1.21,-21.9841283956807,-0.0798100438844067
-12,-74,50,-96,1.215,-21.8548277878246,-0.0806758053478369
-12,-74,50,-96,1.22,-21.8703255713447,-0.0806138880327677
-12,-74,50,-96,1.225,-22.0243676044798,-0.0796707221838963
-12,-74,50,-96,1.23,-22.3159164871511,-0.0779423273767563
-12,-74,50,-96,1.235,-22.7490704819507,-0.0755640348721879
-12,-74,50,-96,1.24,-23.3337042010881,-0.0726994849861248
-12,-74,50,-96,1.245,-24.0870452684097,-0.0695294908793592
-12,-74,50,-96,1.25,-25.0367580962615,-0.0662412720962633
-12,-74,50,-96,1.255,-26.2268519508611,-0.0630184775180461
-12,-74,50,-96,1.26,-27.7295920093973,-0.0600323367903475
-12,-74,50,-96,1.265,-29.6720381708248,-0.0574342001440854
-12,-74,50,-96,1.27,-32.3053170002076,-0.0553496478639858
-12,-74,50,-96,1.275,-36.2394359748483,-0.0538742725403286
-12,-74,50,-96,1.28,-43.8060274075071,-0.0530711608956265
-12,-74,50,-96,1.285,-51.8574231641186,-0.0529700296044121
-12,-74,50,-96,1.29,-38.8128769832753,-0.0535679038940455
-12,-74,50,-96,1.295,-33.8902043681402,-0.0548311716873394
-12,-74,50,-96,1.3,-30.8476653469425,-0.0566988020855342
-12,-74,50,-96,1.305,-28.6812685188965,-0.0590864867621137
-12,-74,50,-96,1.31,-27.0320065476941,-0.0618914469835684
-12,-74,50,-96,1.315,-25.7297789673629,-0.0649976470351066
-12,-74,50,-96,1.32,-24.6805201908757,-0.0682811653618681
-12,-74,50,-96,1.325,-23.8268306925522,-0.0716154955359308
-12,-74,50,-96,1.33,-23.1312464638884,-0.0748765775712494
-12,-74,50,-96,1.335,-22.568132227218,-0.077947393348602
-12,-74,50,-96,1.34,-22.119367187099,-0.0807219953517852
-12,-74,50,-96,1.345,-21.7718838549355,-0.0831088733009598
-12,-74,50,-96,1.35,-21.516189698906,-0.0850335968495785
-12,-74,50,-96,1.355,-21.3454467072521,-0.0864407030929714
-12,-74,50,-96,1.36,-21.2548876148146,-0.0872948245513178
-12,-74,50,-96,1.365,-21.2414482489348,-0.0875810763198283
-12,-74,50,-96,1.37,-21.3035489882863,-0.0873047403484889
-12,-74,50,-96,1.375,-21.4409891864577,-0.0864903006647281
-12,-74,50,-96,1.38,-21.6549383341591,-0.0851798962348829
-12,-74,50,-96,1.385,-21.9480230852132,-0.0834312685242115
-12,-74,50,-96,1.39,-22.3245243651763,-0.0813152890439003
-12,-74,50,-96,1.395,-22.7907178193104,-0.078913158525709
-12,-74,50,-96,1.4,-23.3554197981738,-0.0763133739598908
-12,-74,50,-96,1.405,-24.0308506833709,-0.0736085625444179
-12,-74,50,-96,1.41,-24.8340197651748,-0.0708922824981247
-12,-74,50,-96,1.415,-25.7890209749491,-0.068255889463022
-12,-74,50,-96,1.42,-26.9310290137453,-0.0657855636486573
-12,-74,50,-96,1.425,-28.3137330439388,-0.0635595867828283
-12,-74,50,-96,1.43,-30.0244612087468,-0.0616459491848073
-12,-74,50,-96,1.435,-32.2190345943326,-0.0601003559932417
-12,-74,50,-96,1.44,-35.2183927809794,-0.0589646879122511
-12,-74,50,-96,1.445,-39.8740693221281,-0.0582659562154939
-12,-74,50,-96,1.45,-50.3812067177558,-0.0580157747163113
-12,-74,50,-96,1.455,-47.369269831234,-0.0582103536606354
-12,-74,50,-96,1.46,-38.9994738112563,-0.0588310027951747
-12,-74,50,-96,1.465,-34.8929423169524,-0.0598451139898229
-12,-74,50,-96,1.47,-32.2020836539345,-0.0612075784866538
-12,-74,50,-96,1.475,-30.2356214423829,-0.0628625807372884
-12,-74,50,-96,1.48,-28.7168389418217,-0.0647457003531617
-12,-74,50,-96,1.485,-27.5071217423039,-0.0667862462217286
-12,-74,50,-96,1.49,-26.5273397078824,-0.068909742437718
-12,-74,50,-96,1.495,-25.728318886871,-0.0710404842819782
-12,-74,50,-96,1.5,-25.0776912002914,-0.0731040838159061
-12,-74,50,-96,1.505,-24.5533168639943,-0.0750299283961534
-12,-74,50,-96,1.51,-24.1397087521615,-0.0767534811324672
-12,-74,50,-96,1.515,-23.8259687289176,-0.0782183595654976
-12,-74,50,-96,1.52,-23.6045487339018,-0.0793781372053076
-12,-74,50,-96,1.525,-23.4704953323591,-0.0801978216672668
-12,-74,50,-96,1.53,-23.4209997879633,-0.0806549726657592
-12,-74,50,-96,1.535,-23.4551598582578,-0.0807404328544179
-12,-74,50,-96,1.54,-23.5739076723596,-0.080458654291512
-12,-74,50,-96,1.545,-23.7800904788227,-0.0798276130862209
-12,-74,50,-96,1.55,-24.078719176995,-0.0788783145186899
-12,-74,50,-96,1.555,-24.4774325492327,-0.0776539006219364
-12,-74,50,-96,1.56,-24.9872747345751,-0.0762083818580595
-12,-74,50,-96,1.565,-25.623970856993,-0.0746050240772179
-12,-74,50,-96,1.57,-26.4100563325392,-0.0729144313229922
-12,-74,50,-96,1.575,-27.3785787711438,-0.0712123740783419
-12,-74,50,-96,1.58,-28.5799404278499,-0.0695774209922064
-12,-74,50,-96,1.585,-30.0956694678243,-0.0680884396714907
-12,-74,50,-96,1.59,-32.0696434617146,-0.0668220383899199
-12,-74,50,-96,1.595,-34.7925156652269,-0.065850025144153
-12,-74,50,-96,1.6,-39.0075113837162,-0.0652369629682607
-12,-74,50,-96,1.605,-48.0344903348252,-0.0650379004350743
-12,-74,50,-96,1.61,-49.2014554295627,-0.0652963535486081
-12,-74,50,-96,1.615,-39.1503254835245,-0.0660426096174219
-12,-74,50,-96,1.62,-34.5828163119734,-0.0672924152076589
-12,-74,50,-96,1.625,-31.6020753911841,-0.0690460990999526
-12,-74,50,-96,1.63,-29.4004914958267,-0.0712881676918317
-12,-74,50,-96,1.635,-27.669446874887,-0.0739873950349818
-12,-74,50,-96,1.64,-26.257760334471,-0.0770974133394041
-12,-74,50,-96,1.645,-25.0800994648283,-0.0805577930555081
-12,-74,50,-96,1.65,-24.0836380127294,-0.0842955853161644
-12,-74,50,-96,1.655,-23.2334896639305,-0.0882272842942251
-12,-74,50,-96,1.66,-22.5055087669381,-0.0922611535159244
-12,-74,50,-96,1.665,-21.8823988454368,-0.0962998488299956
-12,-74,50,-96,1.67,-21.3514617835418,-0.100243261861632
-12,-74,50,-96,1.675,-20.9032261563948,-0.103991501494793
-12,-74,50,-96,1.68,-20.5305770371988,-0.1074479271844
-12,-74,50,-96,1.685,-20.2281873678513,-0.110522146524163
-12,-74,50,-96,1.69,-19.9921394329542,-0.113132890224209
-12,-74,50,-96,1.695,-19.8196717572684,-0.115210680183764
-12,-74,50,-96,1.7,-19.7090128852031,-0.116700210390443
-12,-74,50,-96,1.705,-19.6592789352934,-0.117562365709277
-12,-74,50,-96,1.71,-19.6704215532257,-0.117775810105987
-12,-74,50,-96,1.715,-19.7432196099461,-0.117338083462769
-12,-74,50,-96,1.72,-19.8793133119447,-0.116266154993047
-12,-74,50,-96,1.725,-20.0812844421497,-0.11459639155802
-12,-74,50,-96,1.73,-20.3527922768998,-0.112383911223004
-12,-74,50,-96,1.735,-20.6987826251638,-0.109701306486196
-12,-74,50,-96,1.74,-21.1257994249648,-0.106636738049097
-12,-74,50,-96,1.745,-21.6424479727515,-0.103291418949721
-12,-74,50,-96,1.75,-22.2600929896961,-0.0997765303221403
-12,-74,50,-96,1.755,-22.993937321767,-0.0962096336841462
-12,-74,50,-96,1.76,-23.8647485962693,-0.0927106698594094
-12,-74,50,-96,1.765,-24.901753005489,-0.089397660409062
-12,-74,50,-96,1.77,-26.1477799037744,-0.086382252416363
-12,-74,50,-96,1.775,-27.6691364658043,-0.0837652699609635
-12,-74,50,-96,1.78,-29.5766097656746,-0.0816324537612484
-12,-74,50,-96,1.785,-32.0770871731942,-0.0800505823426212
-12,-74,50,-96,1.79,-35.631963013024,-0.0790641719507893
-12,-74,50,-96,1.795,-41.6821020905675,-0.0786929468894608
-12,-74,50,-96,1.8,-57.1515364946497,-0.0789302561976168
-12,-74,50,-96,1.805,-41.6894060724153,-0.079742586466606
-12,-74,50,-96,1.81,-35.9950509550908,-0.0810702847524496
-12,-74,50,-96,1.815,-32.7298989372934,-0.0828295612796403
-12,-74,50,-96,1.82,-30.5121675866764,-0.0849157908010981
-12,-74,50,-96,1.825,-28.8967752785133,-0.0872080762004747
-12,-74,50,-96,1.83,-27.6861153127357,-0.0895749802990844
-12,-74,50,-96,1.835,-26.7773135512495,-0.0918812736468426
-12,-74,50,-96,1.84,-26.1123135107242,-0.0939954885757622
-12,-74,50,-96,1.845,-25.6577884472196,-0.0957980135598207
-12,-74,50,-96,1.85,-25.3961004056367,-0.0971894069494881
-12,-74,50,-96,1.855,-25.3212076076434,-0.0980985550898718
-12,-74,50,-96,1.86,-25.4373195623068,-0.0984902464705944
-12,-74,50,-96,1.865,-25.7596549955595,-0.0983716814541182
-12,-74,50,-96,1.87,-26.3176360574429,-0.0977973884053354
-12,-74,50,-96,1.875,-27.1621112387598,-0.0968719762274377
-12,-74,50,-96,1.88,-28.3810016767782,-0.0957501280900772
-12,-74,50,-96,1.885,-30.1360564322971,-0.0946332428782859
-12,-74,50,-96,1.89,-32.764276575267,-0.0937621746015556
-12,-74,50,-96,1.895,-37.1400934961082,-0.0934056235092933
-12,-74,50,-96,1.9,-45.9129573293221,-0.0938439147506392
-12,-74,50,-96,1.905,-40.5186964362351,-0.0953481778336461
-12,-74,50,-96,1.91,-33.5960406965943,-0.0981553237182577
-12,-74,50,-96,1.915,-29.5471053729411,-0.102439707084042
-12,-74,50,-96,1.92,-26.7247393332699,-0.108282947625044
-12,-74,50,-96,1.925,-24.5916449798149,-0.115644042770327
-12,-74,50,-96,1.93,-22.9164422769001,-0.124332605800179
-12,-74,50,-96,1.935,-21.5821846195554,-0.133988785671985
-12,-74,50,-96,1.94,-20.5252934644427,-0.14407417222476
-12,-74,50,-96,1.945,-19.7119045618243,-0.153878817455876
-12,-74,50,-96,1.95,-19.1280405829679,-0.16255053860445
-12,-74,50,-96,1.955,-18.7763542059502,-0.169154128487323
-12,-74,50,-96,1.96,-18.6774147881638,-0.172770281269396
-12,-74,50,-96,1.965,-18.8763043178956,-0.172647277073913
-12,-74,50,-96,1.97,-19.4590009731589,-0.168422975017999
-12,-74,50,-96,1.975,-20.5930727657731,-0.160440214186541
-12,-74,50,-96,1.98,-22.6469947755924,-0.150183917269652
-12,-74,50,-96,1.985,-26.6840298834695,-0.14086901932147
-12,-74,50,-96,1.99,-39.9456542051447,-0.138195672436014
-12,-74,50,-96,1.995,-28.7903515243991,-0.151244480901694
-12,-74,50,-96,2.0,-20.5782963805591,-0.193382844489191
-12,-74,50,-96,2.005,-15.8092004038043,-0.282868608609518
-12,-74,50,-96,2.01,-12.3573573536189,-0.442588581454406
-12,-74,50,-96,2.015,-9.66375613707568,-0.698206302596191
-12,-74,50,-96,2.02,-7.50671720719022,-1.07424958024944
-12,-74,50,-96,2.025,-5.77658073428006,-1.58865732671904
-12,-74,50,-96,2.03,-4.40463517380778,-2.2477210676175
-12,-74,50,-96,2.035,-3.33536440514699,-3.04395000960593
-12,-74,50,-96,2.04,-2.51679126932352,-3.9580860124922
-12,-74,50,-96,2.045,-1.89953371398114,-4.96410833534753
-12,-74,50,-96,2.05,-1.43898135152309,-6.03471026589376
-12,-74,50,-96,2.055,-1.09731499706961,-7.14527600062492
-12,-74,50,-96,2.06,-0.844200696376789,-8.27579866926676
-12,-74,50,-96,2.065,-0.656302428123587,-9.41119101914147
-12,-74,50,-96,2.07,-0.516173502855194,-10.5407148269104
-12,-74,50,-96,2.075,-0.411001085851013,-11.6570985794632
-12,-74,50,-96,2.08,-0.331466869022203,-12.7556634803289
-12,-74,50,-96,2.085,-0.270820633187049,-13.8335899300872
-12,-74,50,-96,2.09,-0.224171918430507,-14.8893523048119
-12,-74,50,-96,2.095,-0.187967463046252,-15.9223044843867
-12,-74,50,-96,2.1,-0.159613456112065,-16.9323850750803
-12,-74,50,-96,2.105,-0.137205378294941,-17.9199118683583
-12,-74,50,-96,2.11,-0.11933564983956,-18.8854404738737
-12,-74,50,-96,2.115,-0.104956730756216,-19.8296681232465
-12,-74,50,-96,2.12,-0.0932834643514282,-20.7533688566832
-12,-74,50,-96,2.125,-0.0837231332079295,-21.6573503373589
-12,-74,50,-96,2.13,-0.0758251046110984,-22.5424254916325
-12,-74,50,-96,2.135,-0.0692443662103205,-23.4093942713757
-12,-74,50,-96,2.14,-0.0637149546075899,-24.2590323001255
-12,-74,50,-96,2.145,-0.0590304673727876,-25.0920841785743
-12,-74,50,-96,2.15,-0.0550296765385324,-25.9092599228546
-12,-74,50,-96,2.155,-0.051585838794095,-26.7112334886338
-12,-74,50,-96,2.16,-0.0485987013048069,-27.4986426634617
-12,-74,50,-96,2.165,-0.0459884856272202,-28.2720898362984
-12,-74,50,-96,2.17,-0.0436913323199576,-29.032143309049
-12,-74,50,-96,2.175,-0.0416558308736442,-29.7793389223884
-12,-74,50,-96,2.18,-0.0398403609502314,-30.5141818423018
-12,-74,50,-96,2.185,-0.0382110436988184,-31.2371484049399
-12,-74,50,-96,2.19,-0.0367401544766977,-31.9486879526931
-12,-74,50,-96,2.195,-0.0354048864926475,-32.6492246187055
-12,-74,50,-96,2.2,-0.0341863827984436,-33.3391590337299
-12,-74,50,-96,2.205,-0.0330689745687343,-34.0188699406103
-12,-74,50,-96,2.21,-0.0320395787750211,-34.6887157093735
-12,-74,50,-96,2.215,-0.0310872196316282,-35.3490357510358
-12,-74,50,-96,2.22,-0.0302026466167618,-36.0001518315841
-12,-74,50,-96,2.225,-0.0293780282007123,-36.642369289698
-12,-74,50,-96,2.23,-0.0286067051927307,-37.2759781630496
-12,-74,50,-96,2.235,-0.027882991244899,-37.9012542286924
-12,-74,50,-96,2.24,-0.0272020108168919,-38.5184599633456
-12,-74,50,-96,2.245,-0.0265595670241338,-39.127845429403
-12,-74,50,-96,2.25,-0.0259520334222038,-39.7296490923581
-12,-74,50,-96,2.255,-0.0253762650404436,-40.3240985750836
-12,-74,50,-96,2.26,-0.0248295249561399,-40.9114113541056
-12,-74,50,-96,2.265,-0.0243094234629272,-41.4917954026613
-12,-74,50,-96,2.27,-0.0238138674838286,-42.0654497849929
-12,-74,50,-96,2.275,-0.0233410183483787,-42.6325652059737
-12,-74,50,-96,2.28,-0.0228892564227674,-43.1933245198341
-12,-74,50,-96,2.285,-0.0224571513749615,-43.7479032014361
-12,-74,50,-96,2.29,-0.0220434370891215,-44.2964697832502
-12,-74,50,-96,2.295,-0.0216469904292443,-44.8391862609047
-12,-74,50,-96,2.3,-0.0212668132002001,-45.3762084699339
-12,-74,50,-96,2.305,-0.0209020167735839,-45.9076864361083
-12,-74,50,-96,2.31,-0.0205518089415409,-46.4337647015204
-12,-74,50,-96,2.315,-0.0202154826395298,-46.9545826284087
-12,-74,50,-96,2.32,-0.0198924062415251,-47.4702746825126
-12,-74,50,-96,2.325,-0.0195820151825203,-47.9809706976121
-12,-74,50,-96,2.33,-0.0192838047046746,-48.4867961227328
-12,-74,50,-96,2.335,-0.0189973235576296,-48.9878722533911
-12,-74,50,-96,2.34,-0.0187221685115298,-49.4843164481149
-12,-74,50,-96,2.345,-0.0184579795642054,-49.9762423313784
-12,-74,50,-96,2.35,-0.0182044357429462,-50.4637599839879
-12,-74,50,-96,2.355,-0.0179612514172378,-50.9469761218667
-12,-74,50,-96,2.36,-0.0177281730514405,-51.4259942640971
-12,-74,50,-96,2.365,-0.0175049763377703,-51.9009148910335
-12,-74,50,-96,2.37,-0.0172914636584793,-52.371835593191
-12,-74,50,-96,2.375,-0.0170874618340668,-52.8388512115994
-12,-74,50,-96,2.38,-0.0168928201204872,-53.3020539702195
-12,-74,50,-96,2.385,-0.016707408423799,-53.7615336009874
-12,-74,50,-96,2.39,-0.0165311157049562,-54.2173774620272
-12,-74,50,-96,2.395,-0.0163638485517551,-54.6696706494748
-12,-74,50,-96,2.4,-0.0162055298973067,-55.1184961033806
-12,-74,50,-92,0.6,-0.0026002668478172,-67.9944774679981
-12,-74,50,-92,0.605,-0.0026723749267476,-67.5214860426117
-12,-74,50,-92,0.61,-0.0027462538546257,-67.0468260203576
-12,-74,50,-92,0.615,-0.002821945032454,-66.5704209558841
-12,-74,50,-92,0.62,-0.0028994919487615,-66.0921938298854
-12,-74,50,-92,0.625,-0.0029789403037852,-65.6120669801821
-12,-74,50,-92,0.63,-0.0030603381435079,-65.1299620313998
-12,-74,50,-92,0.635,-0.0031437360045153,-64.6457998231408
-12,-74,50,-92,0.64,-0.0032291870708476,-64.1595003364296
-12,-74,50,-92,0.645,-0.0033167473440565,-63.6709826182551
-12,-74,50,-92,0.65,-0.0034064758279474,-63.1801647039867
-12,-74,50,-92,0.655,-0.0034984347297179,-62.6869635374671
-12,-74,50,-92,0.66,-0.0035926896792381,-62.1912948885427
-12,-74,50,-92,0.665,-0.003689309968756,-61.6930732678063
-12,-74,50,-92,0.67,-0.0037883688153347,-61.1922118382907
-12,-74,50,-92,0.675,-0.003889943649025,-60.6886223238196
-12,-74,50,-92,0.68,-0.0039941164297911,-60.182214913797
-12,-74,50,-92,0.685,-0.0041009739970841,-59.6728981640364
-12,-74,50,-92,0.69,-0.0042106084563224,-59.1605788933826
-12,-74,50,-92,0.695,-0.0043231176072953,-58.6451620757152
-12,-74,50,-92,0.7,-0.0044386054202291,-58.1265507270064
-12,-74,50,-92,0.705,-0.0045571825664083,-57.6046457869719
-12,-74,50,-92,0.71,-0.0046789670111594,-57.0793459949343
-12,-74,50,-92,0.715,-0.0048040846784634,-56.5505477593662
-12,-74,50,-92,0.72,-0.0049326701981045,-56.0181450206611
-12,-74,50,-92,0.725,-0.0050648677480805,-55.4820291065216
-12,-74,50,-92,0.73,-0.0052008320073952,-54.9420885794077
-12,-74,50,-92,0.735,-0.0053407292370601,-54.3982090753685
-12,-74,50,-92,0.74,-0.005484738510452,-53.8502731335447
-12,-74,50,-92,0.745,-0.0056330531181979,-53.2981600155868
-12,-74,50,-92,0.75,-0.0057858821776019,-52.7417455141293
-12,-74,50,-92,0.755,-0.0059434524824056,-52.1809017493986
-12,-74,50,-92,0.76,-0.0061060106360029,-51.6154969529583
-12,-74,50,-92,0.765,-0.0062738255195642,-51.0453952374791
-12,-74,50,-92,0.77,-0.0064471911575571,-50.4704563513242
-12,-74,50,-92,0.775,-0.0066264300556562,-49.8905354166331
-12,-74,50,-92,0.78,-0.0068118971024655,-49.3054826494269
-12,-74,50,-92,0.785,-0.0070039841455489,-48.7151430601544
-12,-74,50,-92,0.79,-0.0072031253770359,-48.1193561328951
-12,-74,50,-92,0.795,-0.0074098036936006,-47.517955481285
-12,-74,50,-92,0.8,-0.007624558233137,-46.9107684790173
-12,-74,50,-92,0.805,-0.0078479933367336,-46.2976158625465
-12,-74,50,-92,0.81,-0.0080807892425528,-45.6783113033871
-12,-74,50,-92,0.815,-0.0083237148907198,-45.0526609471098
-12,-74,50,-92,0.82,-0.0085776433098381,-44.4204629158424
-12,-74,50,-92,0.825,-0.0088435701707954,-43.7815067707411
-12,-74,50,-92,0.83,-0.0091226362392225,-43.1355729305214
-12,-74,50,-92,0.835,-0.0094161546432508,-42.4824320417287
-12,-74,50,-92,0.84,-0.0097256441090172,-41.821844295977
-12,-74,50,-92,0.845,-0.0100528696180116,-41.1535586888827
-12,-74,50,-92,0.85,-0.0103998923280868,-40.477312214904
-12,-74,50,-92,0.855,-0.0107691310989819,-39.7928289917042
-12,-74,50,-92,0.86,-0.0111634386094357,-39.0998193070734
-12,-74,50,-92,0.865,-0.0115861958927978,-38.3979785808172
-12,-74,50,-92,0.87,-0.0120414302132015,-37.6869862334086
-12,-74,50,-92,0.875,-0.012533962640487,-36.9665044526188
-12,-74,50,-92,0.88,-0.013069593572405,-36.2361768488613
-12,-74,50,-92,0.885,-0.0136553369529733,-35.495626989657
-12,-74,50,-92,0.89,-0.0142997172596719,-34.7444568036026
-12,-74,50,-92,0.895,-0.015013147771871,-33.9822448446419
-12,-74,50,-92,0.9,-0.0158084145949392,-33.2085444085904
-12,-74,50,-92,0.905,-0.0167012989633518,-32.4228814960979
-12,-74,50,-92,0.91,-0.0177113812732299,-31.624752620115
-12,-74,50,-92,0.915,-0.0188630852146841,-30.8136224622728
-12,-74,50,-92,0.92,-0.0201870408671749,-29.9889213925683
-12,-74,50,-92,0.925,-0.0217218739420564,-29.1500428821355
-12,-74,50,-92,0.93,-0.0235165677420272,-28.2963408622383
-12,-74,50,-92,0.935,-0.0256335995367313,-27.4271271177803
-12,-74,50,-92,0.94,-0.0281531307306867,-26.541668856241
-12,-74,50,-92,0.945,-0.0311786403824437,-25.6391866714645
-12,-74,50,-92,0.95,-0.0348445489829116,-24.7188532387713
-12,-74,50,-92,0.955,-0.0393266056176826,-23.7797932523608
-12,-74,50,-92,0.96,-0.044856138997002,-22.8210853764092
-12,-74,50,-92,0.965,-0.0517397495004004,-21.8417673705544
-12,-74,50,-92,0.97,-0.0603867173266319,-20.8408461331985
-12,-74,50,-92,0.975,-0.0713474284776238,-19.8173152792255
-12,-74,50,-92,0.98,-0.08536763496176,-18.7701841766357
-12,-74,50,-92,0.985,-0.103465601423048,-17.6985243204916
-12,-74,50,-92,0.99,-0.127042479683201,-16.6015418223713
-12,-74,50,-92,0.995,-0.158041045741881,-15.4786890407851
-12,-74,50,-92,1.0,-0.199174780830923,-14.3298344483033
-12,-74,50,-92,1.005,-0.254258693955702,-13.1555181225913
-12,-74,50,-92,1.01,-0.328685305237443,-11.9573306122824
-12,-74,50,-92,1.015,-0.430102244309311,-10.7384634675592
-12,-74,50,-92,1.02,-0.569356143892838,-9.50448410754926
-12,-74,50,-92,1.025,-0.761755889973784,-8.26437000697436
-12,-74,50,-92,1.03,-1.02864543527666,-7.03176446318653
-12,-74,50,-92,1.035,-1.39911179045827,-5.82623504696822
-12,-74,50,-92,1.04,-1.91134413059548,-4.67397728406924
-12,-74,50,-92,1.045,-2.61277477932319,-3.60696831853709
-12,-74,50,-92,1.05,-3.55805796171111,-2.65939943887649
-12,-74,50,-92,1.055,-4.80494836770926,-1.86101640951651
-12,-74,50,-92,1.06,-6.41073589876595,-1.22913844460829
-12,-74,50,-92,1.065,-8.43511882119431,-0.763264274136258
-12,-74,50,-92,1.07,-10.9577850955806,-0.445612123039745
-12,-74,50,-92,1.075,-14.124665499801,-0.247236573143132
-12,-74,50,-92,1.08,-18.2713884621642,-0.136019060034075
-12,-74,50,-92,1.085,-24.3998505089106,-0.0828586726802306
-12,-74,50,-92,1.09,-39.088373238108,-0.0647101821129171
-12,-74,50,-92,1.095,-31.4815568335788,-0.0650693509055144
-12,-74,50,-92,1.1,-25.3144685466507,-0.0730933710263512
-12,-74,50,-92,1.105,-22.7183246678998,-0.082282880812769
-12,-74,50,-92,1.11,-21.4444314985112,-0.0892172935804053
-12,-74,50,-92,1.115,-20.905770247818,-0.092524470959625
-12,-74,50,-92,1.12,-20.8717086737986,-0.0921075190226824
-12,-74,50,-92,1.125,-21.2410868055119,-0.0885915320711755
-12,-74,50,-92,1.13,-21.9780263268485,-0.0829408478550747
-12,-74,50,-92,1.135,-23.0932369102297,-0.0762031148088096
-12,-74,50,-92,1.14,-24.647820600087,-0.0693463738241107
-12,-74,50,-92,1.145,-26.7837235878479,-0.0631642179283338
-12,-74,50,-92,1.15,-29.8213352149966,-0.0582306296951389
-12,-74,50,-92,1.155,-34.6276031832798,-0.0548905322461537
-12,-74,50,-92,1.16,-44.4640591052231,-0.0532750636518493
-12,-74,50,-92,1.165,-39.8221803362707,-0.0533327047003315
-12,-74,50,-92,1.17,-32.9676576803624,-0.0548690866814295
-12,-74,50,-92,1.175,-29.3180968420008,-0.057589816214609
-12,-74,50,-92,1.18,-26.9507573172222,-0.0611420638442503
-12,-74,50,-92,1.185,-25.2826977829632,-0.0651519652217431
-12,-74,50,-92,1.19,-24.0651678749828,-0.0692560332177435
-12,-74,50,-92,1.195,-23.1698303368922,-0.0731257320256592
-12,-74,50,-92,1.2,-22.522518380256,-0.0764850971547011
-12,-74,50,-92,1.205,-22.0773110565682,-0.0791218013135854
-12,-74,50,-92,1.21,-21.8047455505627,-0.0808923902130994
-12,-74,50,-92,1.215,-21.6859030187265,-0.0817225815878163
-12,-74,50,-92,1.22,-21.709275111436,-0.0816035763325037
-12,-74,50,-92,1.225,-21.8691158825801,-0.0805853106561235
-12,-74,50,-92,1.23,-22.1647104628474,-0.078767513738439
-12,-74,50,-92,1.235,-22.6003391349425,-0.0762893493112972
-12,-74,50,-92,1.24,-23.1859346662262,-0.0733183266085183
-12,-74,50,-92,1.245,-23.9386492802565,-0.0700390742742642
-12,-74,50,-92,1.25,-24.8858927815061,-0.0666424832297255
-12,-74,50,-92,1.255,-26.071127095471,-0.0633156412341638
-12,-74,50,-92,1.26,-27.565504185875,-0.0602329015151803
-12,-74,50,-92,1.265,-29.4936794341191,-0.057548348734257
-12,-74,50,-92,1.27,-32.1007525460268,-0.0553898466718876
-12,-74,50,-92,1.275,-35.9766602670396,-0.0538547734271567
-12,-74,50,-92,1.28,-43.323066921146,-0.0530074728853297
-12,-74,50,-92,1.285,-52.7879699299772,-0.0528783779678103
-12,-74,50,-92,1.29,-38.9332572847225,-0.0534646945943945
-12,-74,50,-92,1.295,-33.9135724947607,-0.0547324783089602
-12,-74,50,-92,1.3,-30.833147134561,-0.0566198906954125
-12,-74,50,-92,1.305,-28.6463091460514,-0.0590413917853351
-12,-74,50,-92,1.31,-26.9840021882221,-0.0618926083192219
-12,-74,50,-92,1.315,-25.6724829066994,-0.0650556155360487
-12,-74,50,-92,1.32,-24.6160406193801,-0.0684043806783524
-12,-74,50,-92,1.325,-23.7564182605823,-0.0718101373788715
-12,-74,50,-92,1.33,-23.0556546950657,-0.0751464888409122
-12,-74,50,-92,1.335,-22.4878000128041,-0.0782940713977582
-12,-74,50,-92,1.34,-22.0345176452988,-0.0811446459570087
-12,-74,50,-92,1.345,-21.682579878584,-0.0836045206990744
-12,-74,50,-92,1.35,-21.422365030075,-0.0855972424205326
-12,-74,50,-92,1.355,-21.2469218609965,-0.0870655248716277
-12,-74,50,-92,1.36,-21.1513753367543,-0.0879724096516862
-12,-74,50,-92,1.365,-21.1325506814055,-0.0883016784782712
-12,-74,50,-92,1.37,-21.1887471492174,-0.0880575550640615
-12,-74,50,-92,1.375,-21.319624147555,-0.0872637507772175
-12,-74,50,-92,1.38,-21.5261822571541,-0.085961921188552
-12,-74,50,-92,1.385,-21.810836712521,-0.0842096109925567
-12,-74,50,-92,1.39,-22.1775952403898,-0.0820777730253972
-12,-74,50,-92,1.395,-22.6323697278473,-0.0796479534655728
-12,-74,50,-92,1.4,-23.1834773384189,-0.0770092399186974
-12,-74,50,-92,1.405,-23.8424307940425,-0.0742550719421122
-12,-74,50,-92,1.41,-24.6251985473126,-0.0714800145222381
-12,-74,50,-92,1.415,-25.5542754429079,-0.0687765938694957
-12,-74,50,-92,1.42,-26.662244261182,-0.0662322914022976
-12,-74,50,-92,1.425,-27.9982958469966,-0.0639267857874609
